Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-912i,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,progress,audio,cont_step
313,1626190226012,13/07/2021 15:30:26,1626190318073,-5,13/07/2021 10:31:58,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,93,60,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_007.mp3,7
314,1626190226407,13/07/2021 15:30:26,1626190318125,-5,13/07/2021 10:31:58,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,63,61,1,stimuli,Zone1,content_web_audio,2,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
315,1626190226595,13/07/2021 15:30:26,1626190318367,-5,13/07/2021 10:31:58,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,63,61,1,stimuli,Zone1,content_web_audio,242,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
316,1626190228876,13/07/2021 15:30:28,1626190320931,-5,13/07/2021 10:32:00,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,63,61,2,response,likert,response_rating_scale_likert,2533,,,5,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
317,1626190229048,13/07/2021 15:30:29,1626190320933,-5,13/07/2021 10:32:00,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,63,61,2,response,continueButton,continue_keyboard,2533,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
318,1626190229848,13/07/2021 15:30:29,1626190321922,-5,13/07/2021 10:32:01,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,63,61,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
319,1626190230065,13/07/2021 15:30:30,1626190321980,-5,13/07/2021 10:32:01,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,32,62,1,stimuli,Zone1,content_web_audio,2,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
320,1626190230237,13/07/2021 15:30:30,1626190322215,-5,13/07/2021 10:32:02,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,32,62,1,stimuli,Zone1,content_web_audio,237,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
321,1626190231955,13/07/2021 15:30:31,1626190324029,-5,13/07/2021 10:32:04,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,32,62,2,response,likert,response_rating_scale_likert,1785,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
322,1626190232173,13/07/2021 15:30:32,1626190324031,-5,13/07/2021 10:32:04,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,32,62,2,response,continueButton,continue_keyboard,1785,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
323,1626190232956,13/07/2021 15:30:32,1626190325021,-5,13/07/2021 10:32:05,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,32,62,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_002.mp3,2
324,1626190233144,13/07/2021 15:30:33,1626190325075,-5,13/07/2021 10:32:05,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,63,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
325,1626190233317,13/07/2021 15:30:33,1626190325314,-5,13/07/2021 10:32:05,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,63,1,stimuli,Zone1,content_web_audio,240,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
326,1626190237446,13/07/2021 15:30:37,1626190329525,-5,13/07/2021 10:32:09,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,63,2,response,likert,response_rating_scale_likert,4179,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
327,1626190237626,13/07/2021 15:30:37,1626190329528,-5,13/07/2021 10:32:09,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,63,2,response,continueButton,continue_keyboard,4179,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
328,1626190238585,13/07/2021 15:30:38,1626190330521,-5,13/07/2021 10:32:10,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,11,63,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
329,1626190238774,13/07/2021 15:30:38,1626190330576,-5,13/07/2021 10:32:10,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,17,64,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
330,1626190238774,13/07/2021 15:30:38,1626190330812,-5,13/07/2021 10:32:10,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,17,64,1,stimuli,Zone1,content_web_audio,236,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
331,1626190240821,13/07/2021 15:30:40,1626190332303,-5,13/07/2021 10:32:12,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,17,64,2,response,likert,response_rating_scale_likert,1451,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
332,1626190241064,13/07/2021 15:30:41,1626190332305,-5,13/07/2021 10:32:12,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,17,64,2,response,continueButton,continue_keyboard,1451,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
333,1626190241290,13/07/2021 15:30:41,1626190333287,-5,13/07/2021 10:32:13,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,17,64,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
334,1626190241290,13/07/2021 15:30:41,1626190333340,-5,13/07/2021 10:32:13,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,90,65,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
335,1626190241517,13/07/2021 15:30:41,1626190333579,-5,13/07/2021 10:32:13,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,90,65,1,stimuli,Zone1,content_web_audio,239,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
336,1626190243392,13/07/2021 15:30:43,1626190335455,-5,13/07/2021 10:32:15,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,90,65,2,response,likert,response_rating_scale_likert,1827,,,7,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
337,1626190243548,13/07/2021 15:30:43,1626190335456,-5,13/07/2021 10:32:15,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,90,65,2,response,continueButton,continue_keyboard,1827,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
338,1626190244360,13/07/2021 15:30:44,1626190336435,-5,13/07/2021 10:32:16,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,90,65,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_006.mp3,6
339,1626190244689,13/07/2021 15:30:44,1626190336454,-5,13/07/2021 10:32:16,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,36,66,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
340,1626190244689,13/07/2021 15:30:44,1626190336693,-5,13/07/2021 10:32:16,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,36,66,1,stimuli,Zone1,content_web_audio,240,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
341,1626190246290,13/07/2021 15:30:46,1626190338355,-5,13/07/2021 10:32:18,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,36,66,2,response,likert,response_rating_scale_likert,1620,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
342,1626190246475,13/07/2021 15:30:46,1626190338359,-5,13/07/2021 10:32:18,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,36,66,2,response,continueButton,continue_keyboard,1620,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
343,1626190247345,13/07/2021 15:30:47,1626190339337,-5,13/07/2021 10:32:19,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,36,66,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_003.mp3,3
344,1626190247548,13/07/2021 15:30:47,1626190339399,-5,13/07/2021 10:32:19,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,14,67,1,stimuli,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
345,1626190247955,13/07/2021 15:30:47,1626190339632,-5,13/07/2021 10:32:19,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,14,67,1,stimuli,Zone1,content_web_audio,236,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
346,1626190248486,13/07/2021 15:30:48,1626190340560,-5,13/07/2021 10:32:20,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,14,67,2,response,likert,response_rating_scale_likert,899,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
347,1626190248679,13/07/2021 15:30:48,1626190340563,-5,13/07/2021 10:32:20,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,14,67,2,response,continueButton,continue_keyboard,899,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
348,1626190249492,13/07/2021 15:30:49,1626190341553,-5,13/07/2021 10:32:21,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,14,67,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
349,1626190249665,13/07/2021 15:30:49,1626190341604,-5,13/07/2021 10:32:21,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,57,68,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
350,1626190250580,13/07/2021 15:30:50,1626190341836,-5,13/07/2021 10:32:21,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,57,68,1,stimuli,Zone1,content_web_audio,232,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
351,1626190251773,13/07/2021 15:30:51,1626190343854,-5,13/07/2021 10:32:23,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,57,68,2,response,likert,response_rating_scale_likert,1987,,,3,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
352,1626190251954,13/07/2021 15:30:51,1626190343856,-5,13/07/2021 10:32:23,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,57,68,2,response,continueButton,continue_keyboard,1987,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
353,1626190252775,13/07/2021 15:30:52,1626190344837,-5,13/07/2021 10:32:24,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,57,68,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
354,1626190252929,13/07/2021 15:30:52,1626190344892,-5,13/07/2021 10:32:24,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,53,69,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
355,1626190253181,13/07/2021 15:30:53,1626190345134,-5,13/07/2021 10:32:25,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,53,69,1,stimuli,Zone1,content_web_audio,242,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
356,1626190255502,13/07/2021 15:30:55,1626190347559,-5,13/07/2021 10:32:27,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,53,69,2,response,likert,response_rating_scale_likert,2393,,,5,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
357,1626190255674,13/07/2021 15:30:55,1626190347562,-5,13/07/2021 10:32:27,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,53,69,2,response,continueButton,continue_keyboard,2393,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
358,1626190256493,13/07/2021 15:30:56,1626190348552,-5,13/07/2021 10:32:28,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,53,69,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
359,1626190256648,13/07/2021 15:30:56,1626190348602,-5,13/07/2021 10:32:28,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,43,70,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
360,1626190256798,13/07/2021 15:30:56,1626190348842,-5,13/07/2021 10:32:28,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,43,70,1,stimuli,Zone1,content_web_audio,240,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
361,1626190258252,13/07/2021 15:30:58,1626190350320,-5,13/07/2021 10:32:30,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,43,70,2,response,likert,response_rating_scale_likert,1447,,,2,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
362,1626190258400,13/07/2021 15:30:58,1626190350322,-5,13/07/2021 10:32:30,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,43,70,2,response,continueButton,continue_keyboard,1447,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
363,1626190259241,13/07/2021 15:30:59,1626190351301,-5,13/07/2021 10:32:31,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,43,70,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_003.mp3,3
364,1626190259413,13/07/2021 15:30:59,1626190351352,-5,13/07/2021 10:32:31,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,8,71,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
365,1626190259559,13/07/2021 15:30:59,1626190351594,-5,13/07/2021 10:32:31,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,8,71,1,stimuli,Zone1,content_web_audio,243,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
