Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-912i,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,progress,audio,cont_step
201,1626196102246,13/07/2021 17:08:22,1626196102136,-6,13/07/2021 11:08:22,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,27,38,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_002.mp3,2
202,1626196102432,13/07/2021 17:08:22,1626196102157,-6,13/07/2021 11:08:22,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,102,39,1,stimuli,Zone1,content_web_audio,0.699999988079071,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
203,1626196102621,13/07/2021 17:08:22,1626196102405,-6,13/07/2021 11:08:22,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,102,39,1,stimuli,Zone1,content_web_audio,248.5,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
204,1626196103668,13/07/2021 17:08:23,1626196103552,-6,13/07/2021 11:08:23,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,102,39,2,response,likert,response_rating_scale_likert,1130.4000000059605,,,5,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
205,1626196103871,13/07/2021 17:08:23,1626196103554,-6,13/07/2021 11:08:23,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,102,39,2,response,continueButton,continue_keyboard,1130.4000000059605,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
206,1626196104667,13/07/2021 17:08:24,1626196104543,-6,13/07/2021 11:08:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,102,39,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_007.mp3,7
207,1626196104874,13/07/2021 17:08:24,1626196104565,-6,13/07/2021 11:08:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,67,40,1,stimuli,Zone1,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
208,1626196105074,13/07/2021 17:08:25,1626196104795,-6,13/07/2021 11:08:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,67,40,1,stimuli,Zone1,content_web_audio,230.7999999821186,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
209,1626196106374,13/07/2021 17:08:26,1626196106260,-6,13/07/2021 11:08:26,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,67,40,2,response,likert,response_rating_scale_likert,1448.300000011921,,,4,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
210,1626196106573,13/07/2021 17:08:26,1626196106262,-6,13/07/2021 11:08:26,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,67,40,2,response,continueButton,continue_keyboard,1448.300000011921,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
211,1626196107355,13/07/2021 17:08:27,1626196107249,-6,13/07/2021 11:08:27,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,67,40,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
212,1626196107582,13/07/2021 17:08:27,1626196107274,-6,13/07/2021 11:08:27,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,76,41,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
213,1626196107769,13/07/2021 17:08:27,1626196107505,-6,13/07/2021 11:08:27,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,76,41,1,stimuli,Zone1,content_web_audio,231.5,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
214,1626196108684,13/07/2021 17:08:28,1626196108576,-6,13/07/2021 11:08:28,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,76,41,2,response,likert,response_rating_scale_likert,1052.5,,,4,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
215,1626196108895,13/07/2021 17:08:28,1626196108578,-6,13/07/2021 11:08:28,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,76,41,2,response,continueButton,continue_keyboard,1052.5,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
216,1626196109689,13/07/2021 17:08:29,1626196109572,-6,13/07/2021 11:08:29,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,76,41,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
217,1626196109883,13/07/2021 17:08:29,1626196109593,-6,13/07/2021 11:08:29,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,85,42,1,stimuli,Zone1,content_web_audio,0.7000000178813934,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
218,1626196110086,13/07/2021 17:08:30,1626196109824,-6,13/07/2021 11:08:29,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,85,42,1,stimuli,Zone1,content_web_audio,231.30000001192093,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
219,1626196111024,13/07/2021 17:08:31,1626196110894,-6,13/07/2021 11:08:30,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,85,42,2,response,likert,response_rating_scale_likert,1052.5999999940395,,,5,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
220,1626196111227,13/07/2021 17:08:31,1626196110896,-6,13/07/2021 11:08:30,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,85,42,2,response,continueButton,continue_keyboard,1052.5999999940395,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
221,1626196112016,13/07/2021 17:08:32,1626196111896,-6,13/07/2021 11:08:31,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,85,42,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_006.mp3,6
222,1626196112217,13/07/2021 17:08:32,1626196111917,-6,13/07/2021 11:08:31,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,3,43,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
223,1626196112423,13/07/2021 17:08:32,1626196112148,-6,13/07/2021 11:08:32,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,3,43,1,stimuli,Zone1,content_web_audio,230.7999999821186,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
224,1626196152045,13/07/2021 17:09:12,1626196151913,-6,13/07/2021 11:09:11,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,3,43,2,response,likert,response_rating_scale_likert,39745.90000000596,,,4,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
225,1626196152233,13/07/2021 17:09:12,1626196151915,-6,13/07/2021 11:09:11,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,3,43,2,response,continueButton,continue_keyboard,39745.90000000596,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
226,1626196153014,13/07/2021 17:09:13,1626196152907,-6,13/07/2021 11:09:12,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,3,43,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
227,1626196153197,13/07/2021 17:09:13,1626196152931,-6,13/07/2021 11:09:12,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,51,44,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
228,1626196153385,13/07/2021 17:09:13,1626196153179,-6,13/07/2021 11:09:13,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,51,44,1,stimuli,Zone1,content_web_audio,248.39999997615814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
229,1626196155455,13/07/2021 17:09:15,1626196155348,-6,13/07/2021 11:09:15,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,51,44,2,response,likert,response_rating_scale_likert,2148.2000000178814,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
230,1626196155650,13/07/2021 17:09:15,1626196155350,-6,13/07/2021 11:09:15,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,51,44,2,response,continueButton,continue_keyboard,2148.2000000178814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
231,1626196156471,13/07/2021 17:09:16,1626196156349,-6,13/07/2021 11:09:16,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,51,44,3,isi,fixation,timelimit_screen,1002.8369999999995,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
232,1626196156674,13/07/2021 17:09:16,1626196156378,-6,13/07/2021 11:09:16,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,107,45,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
233,1626196156886,13/07/2021 17:09:16,1626196156627,-6,13/07/2021 11:09:16,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,107,45,1,stimuli,Zone1,content_web_audio,249.39999997615814,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
234,1626196158495,13/07/2021 17:09:18,1626196158372,-6,13/07/2021 11:09:18,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,107,45,2,response,likert,response_rating_scale_likert,1725.9000000059605,,,6,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
235,1626196158698,13/07/2021 17:09:18,1626196158373,-6,13/07/2021 11:09:18,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,107,45,2,response,continueButton,continue_keyboard,1725.9000000059605,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_007.mp3,7
236,1626196159479,13/07/2021 17:09:19,1626196159359,-6,13/07/2021 11:09:19,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,107,45,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_007.mp3,7
237,1626196159683,13/07/2021 17:09:19,1626196159385,-6,13/07/2021 11:09:19,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,84,46,1,stimuli,Zone1,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
238,1626196159886,13/07/2021 17:09:19,1626196159614,-6,13/07/2021 11:09:19,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,84,46,1,stimuli,Zone1,content_web_audio,229.30000001192093,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
239,1626196160637,13/07/2021 17:09:20,1626196160519,-6,13/07/2021 11:09:20,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,84,46,2,response,likert,response_rating_scale_likert,882.9000000059605,,,6,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
240,1626196160839,13/07/2021 17:09:20,1626196160520,-6,13/07/2021 11:09:20,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,84,46,2,response,continueButton,continue_keyboard,882.9000000059605,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
241,1626196161604,13/07/2021 17:09:21,1626196161496,-6,13/07/2021 11:09:21,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,84,46,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_006.mp3,6
242,1626196161793,13/07/2021 17:09:21,1626196161524,-6,13/07/2021 11:09:21,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,46,47,1,stimuli,Zone1,content_web_audio,0.5999999940395355,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
243,1626196161996,13/07/2021 17:09:21,1626196161755,-6,13/07/2021 11:09:21,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,46,47,1,stimuli,Zone1,content_web_audio,232,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
244,1626196163171,13/07/2021 17:09:23,1626196163074,-6,13/07/2021 11:09:23,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,46,47,2,response,likert,response_rating_scale_likert,1297.199999988079,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
245,1626196163359,13/07/2021 17:09:23,1626196163076,-6,13/07/2021 11:09:23,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,46,47,2,response,continueButton,continue_keyboard,1297.199999988079,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
246,1626196164198,13/07/2021 17:09:24,1626196164070,-6,13/07/2021 11:09:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,46,47,3,isi,fixation,timelimit_screen,1002.6600000000035,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_003.mp3,3
247,1626196164386,13/07/2021 17:09:24,1626196164097,-6,13/07/2021 11:09:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,30,48,1,stimuli,Zone1,content_web_audio,0.6000000238418579,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
248,1626196164578,13/07/2021 17:09:24,1626196164326,-6,13/07/2021 11:09:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,30,48,1,stimuli,Zone1,content_web_audio,229.30000001192093,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
249,1626196165104,13/07/2021 17:09:25,1626196164981,-6,13/07/2021 11:09:24,55990,9,task-b3m7,,14295984,60e6137242392cf36b49312c,4257883,,complete,,60edc63cc4ac715ee60efdb5,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1337x746,Fail,VAS /ba-da/ ,5,Yes,Fail,,Fail,Fail,order_3,vas_bada,vas_bada,30,48,2,response,likert,response_rating_scale_likert,633.5,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
